Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression pHDB3	Expression pLCV1	qValue pHDB3 vs pLCV1	Fold-change pLCV1/pHDB3
	3175302	3174880	3174856	-	yqiB	b3033	predicted dehydrogenase	436	423	1	0.970183486
3176850	3175932	3175303		-	nudF	b3034	ADP-ribose pyrophosphatase	182	177	1	0.972527473
3177619	3177766	3178437	3178437	+	ygiB	b3037	conserved protein, UPF0441 family	339	339	1	1
3178438	3178443	3179603	3179618	+	ygiC	b3038	Glutathionylspermidine synthase homolog	500	473	1	0.946
	3180429	3179641		-	ygiD	b3039	predicted dioxygenase, LigB family	21	20	1	0.952380952
3180473	3180572	3181345	3181368	+	zupT	b3040	zinc transporter	124	132	1	1.064516129
3182742	3182488	3181835	3181835	-	ribB	b3041	3,4-dihydroxy-2-butanone-4-phosphate synthase	338	330	1	0.976331361
3182820	3182862	3183152	3183152	+	yqiC	b3042	conserved protein	407	441	1	1.083538084
	3183436	3183987		+	ygiL	b3043	predicted fimbrial-like adhesin protein	18	15	1	0.833333333
3184206	3184209	3184574		+	insC	b3044	IS2 repressor TnpA	37	35	1	0.945945946
	3184532	3185437		+	insD	b3045	IS2 transposase TnpB	22	22	1	1
	3187903	3188652		+	yqiH	b3047	predicted periplasmic pilin chaperone	5	6	1	1.2
	3188654	3189718		+	yqiI	b3048	conserved protein	8	9	1	1.125
3190088	3189961	3189761	3189761	-	glgS	b3049	predicted glycogen synthesis protein	124	123	1	0.991935484
	3190230	3190859		+	yqiJ	b3050	inner membrane protein, DUF1449 family	6	5	1	0.833333333
	3190886	3192547		+	yqiK	b3051	conserved protein	3	5	1	1.666666667
3192887			3192745	-	sibD	b4447	-	87	88	1	1.011494253
	3192788	3192847		+	ibsD	b4664	toxic membrane protein	9	6	1	0.666666667
	3193163	3193222		+	ibsE	b4666	toxic membrane protein	10	7	1	0.7
3197663	3197663	3194823	3194776	-	glnE	b3053	fused deadenylyltransferase/adenylyltransferase for glutamine synthetase	65	60	1	0.923076923
3199038	3198987	3197686	3197664	-	ygiF	b3054	predicted adenylate cyclase	83	81	1	0.975903614
3199082	3199229	3199849	3199849	+	ygiM	b3055	SH3 domain protein	169	173	1	1.023668639
3199850	3199913	3201151	3201219	+	cca	b3056	fused tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase and phosphatase	126	122	1	0.968253968
3202647	3202611	3202243	3202225	-	folB	b3058	bifunctional dihydroneopterin aldolase/dihydroneopterin triphosphate 2'-epimerase	391	361	1	0.923273657
	3204278	3203346		-	ttdR	b3060	transcriptional activator of ttdABT	6	6	1	1
	3204485	3205396		+	ttdA	b3061	L-tartrate dehydratase, alpha subunit	1	0	1	0
	3205393	3205998		+	ttdB	b3062	L-tartrate dehydratase, beta subunit	1	1	1	1
	3206046	3207509		+	ttdT	b3063	L-tartrate/succinate antiporte	1	1	1	1
3209117	3209129	3210874	3210906	+	dnaG	b3066	DNA primase	635	651	1	1.02519685
3210905	3211069	3212910	3212913	+	rpoD	b3067	RNA polymerase, sigma 70 (sigma D) factor	1647	1694	1	1.028536733
3213518	3213495	3212989	3212989	-	mug	b3068	G/U mismatch-specific DNA glycosylase; xanthine DNA glycosylase	58	61	1	1.051724138
3213620			3213695	+	ileX	b3069	Ile tRNA	5	5	1	1
3214513	3214513	3213749	3213749	-	yqjH	b3070	predicted siderophore interacting protein	28	28	1	1
	3217098	3215578		-	aer	b3072	fused signal transducer for aerotaxis sensory component/methyl accepting chemotaxis component	15	17	1	1.133333333
	3217516	3218895		+	patA	b3073	putrescine:2-oxoglutaric acid aminotransferase, PLP-dependent	7	7	1	1
	3219269	3218937		-	ygjH	b3074	conserved tRNA binding protein	3	4	1	1.333333333
	3220655	3223747		+	ebgA	b3076	cryptic beta-D-galactosidase, alpha subunit	2	3	1	1.5
	3223744	3224193		+	ebgC	b3077	cryptic beta-D-galactosidase, beta subunit	2	3	1	1.5
	3224256	3225689		+	ygjI	b3078	predicted transporter	0	0	1	#DIV/0!
	3225823	3226893		+	ygjJ	b3079	conserved protein	0	0	1	#DIV/0!
	3226910	3229261		+	ygjK	b3080	alpha-glucosidase	4	3	1	0.75
	3229687	3231705		+	fadH	b3081	2,4-dienoyl-CoA reductase, NADH and FMN-linked	4	4	1	1
3232477	3232477	3232163		-	higB	b3083	mRNA interferase toxin of the HigB-HigA toxin-antitoxin system	79	80	1	1.012658228
3233943	3233897	3232761	3232600	-	rlmG	b3084	23S rRNA mG1835 methyltransferase, SAM-dependent	147	138	1	0.93877551
3233926	3233982	3234485	3234485	+	ygjP	b3085	predicted metal dependent hydrolase	71	73	1	1.028169014
	3234562	3235254		+	ygjQ	b3086	conserved protein, SanA family, DUF218 superfamily	7	7	1	1
3235311	3235333	3236319	3236376	+	ygjR	b3087	predicted NAD(P)-binding dehydrogenase	34	32	1	0.941176471
3239766	3239766	3239215	3239184	-	ygjV	b3090	inner membrane protein, Imp-YgjV family	34	33	1	0.970588235
	3241336	3239849		-	uxaA	b3091	altronate hydrolase	15	17	1	1.133333333
	3242763	3241351		-	uxaC	b3092	uronate isomerase	22	24	1	1.090909091
	3243126	3244544		+	exuT	b3093	hexuronate transporter	8	7	1	0.875
3244656	3244674	3245450	3245530	+	exuR	b3094	DNA-binding transcriptional repressor	204	198	1	0.970588235
3245537	3245795	3246457	3246460	+	yqjA	b3095	required, with yghB, for membrane integrity; inner membrane protein	445	457	1	1.026966292
3246974	3246991	3247359	3247396	+	yqjC	b3097	conserved protein	564	594	1	1.053191489
3247380	3247397	3247702	3247704	+	yqjD	b3098	conserved protein	536	499	1	0.930970149
	3248099	3248398	3248398	+	yqjK	b3100	conserved protein	33	24	1	0.727272727
3248584	3248584	3248976	3248991	+	yqjF	b3101	predicted quinol oxidase subunit	35	37	1	1.057142857
3249026	3249046	3250032	3250032	+	yqjG	b3102	predicted S-transferase	39	40	1	1.025641026
3250295	3250326	3250691	3250691	+	yhaH	b3103	inner membrane protein, DUF805 family	283	254	1	0.897526502
	3250933	3251289		+	yhaI	b3104	inner membrane protein, DUF805 family	10	5	1	0.5
3252284	3252236	3251340	3251311	-	yhaJ	b3105	predicted DNA-binding transcriptional regulator	113	108	1	0.955752212
	3252341	3253042		+	yhaK	b3106	redox-sensitive bicupin	16	14	1	0.875
3253043	3253065	3253229	3253229	+	yhaL	b3107	predicted protein	54	57	1	1.055555556
	3257671	3256307		-	tdcG	b4471	L-serine dehydratase 3	12	11	1	0.916666667
	3258132	3257743		-	tdcF	b3113	predicted L-PSP (mRNA) endoribonuclease	14	16	1	1.142857143
	3260440	3258146		-	tdcE	b3114	pyruvate formate-lyase 4/2-ketobutyrate formate-lyase	9	9	1	1
	3261682	3260474		-	tdcD	b3115	propionate kinase/acetate kinase C, anaerobic	14	15	1	1.071428571
3263060	3263039	3261708	3261689	-	tdcC	b3116	L-threonine/L-serine transporter	25	26	1	1.04
	3264050	3263061		-	tdcB	b3117	catabolic threonine dehydratase, PLP-dependent	5	6	1	1.2
	3265087	3264149		-	tdcA	b3118	DNA-binding transcriptional activator	4	5	1	1.25
	3265402	3265620		+	tdcR	b3119	DNA-binding transcriptional activator	0	0	1	#DIV/0!
	3265876	3266415		+	yhaB	b3120	predicted protein	2	1	1	0.5
	3266437	3267624		+	yhaC	b3121	predicted protein	1	2	1	2
	3269792	3268647		-	garK	b3124	glycerate kinase I	14	13	1	0.928571429
	3270773	3269889		-	garR	b3125	tartronate semialdehyde reductase	12	11	1	0.916666667
	3271579	3270809		-	garL	b3126	alpha-dehydro-beta-deoxy-D-glucarate aldolase	2	4	1	2
	3272929	3271595		-	garP	b3127	predicted (D)-galactarate transporter	0	0	1	#DIV/0!
	3273304	3274875		+	garD	b3128	(D)-galactarate dehydrogenase	9	9	1	1
3274994	3275024	3275359		+	sohA	b3129	antitoxin of the SohA(PrlF)-YhaV toxin-antitoxin system	336	330	1	0.982142857
3276702	3276687	3275878	3275589	-	agaR	b3131	DNA-binding transcriptional repressor of the aga regulon	217	215	1	0.99078341
	3276936	3278216		+	kbaZ	b3132	tagatose 6-phosphate aldolase 1, kbaZ subunit	2	3	1	1.5
	3278239	3278712		+	agaV	b3133	N-acetylgalactosamine-specific enzyme IIB component of PTS	3	4	1	1.333333333
	3279998	3281152		+	agaS	b3136	tagatose-6-phosphate ketose/aldose isomerase	1	1	1	1
	3281165	3282025		+	kbaY	b3137	tagatose 6-phosphate aldolase 1, kbaY subunit	1	1	1	1
	3282192	3282668		+	agaB	b3138	N-acetylgalactosamine-specific enzyme IIB component of PTS	2	0	1	0
	3282707	3283510		+	agaC	b3139	N-acetylgalactosamine-specific enzyme IIC component of PTS	0	0	1	#DIV/0!
	3283500	3284291		+	agaD	b3140	N-acetylgalactosamine-specific enzyme IID component of PTS	2	2	1	1
	3284292	3285047		+	agaI	b3141	galactosamine-6-phosphate isomerase	8	7	1	0.875
3285448	3285448	3286032	3286032	+	yraH	b3142	predicted fimbrial-like adhesin protein	29	25	1	0.862068966
	3286112	3286807		+	yraI	b3143	predicted periplasmic pilin chaperone	1	1	1	1
	3286836	3289352		+	yraJ	b3144	predicted outer membrane protein	6	6	1	1
	3289363	3290454		+	yraK	b3145	predicted fimbrial-like adhesin protein	8	8	1	1
3291586	3291357	3290497	3290411	-	rsmI	b3146	16S rRNA C1402 ribose 2'-O-methyltransferase, SAM-dependent	167	168	1	1.005988024
3291320	3291422	3293458		+	yraM	b3147	conserved protein	234	243	1	1.038461538
3293831	3293831	3294421	3294430	+	diaA	b3149	DnaA initiator-associating factor for replication initiation	403	402	1	0.99751861
3294431	3294431	3295006	3295104	+	yraP	b3150	OM lipoprotein	338	325	1	0.961538462
3296181	3296160	3295120	3295108	-	yraQ	b3151	predicted permease	151	150	1	0.993377483
3296915	3296868	3296233	3296233	-	yraR	b3152	predicted nucleoside-diphosphate-sugar epimerase	32	29	1	0.90625
	3296996	3297514		+	yhbO	b3153	stress-resistance protein	0	1	1	#DIV/0!
3297965	3297988	3298290	3298320	+	yhbQ	b3155	conserved protein, GIY-YIG nuclease superfamily	67	67	1	1
	3298780	3298277	3298277	-	yhbS	b3156	predicted acyltransferase with acyl-CoA N-acyltransferase domain	194	179	1	0.922680412
	3299507	3300502		+	yhbU	b3158	predicted peptidase (collagenase-like)	5	5	1	1
	3300511	3301389		+	yhbV	b3159	predicted protease	7	6	1	0.857142857
	3305882	3303993	3303993	-	deaD	b3162	ATP-dependent RNA helicase	894	844	1	0.944071588
3306946	3306946	3306062	3305956	-	nlpI	b3163	lipoprotein involved in osmotic sensitivity and filamentation	1966	1900	1	0.966429298
3309247			3309420	+	psrO	b4449	-	11	10	1	0.909090909
	3310799	3309855	3309772	-	truB	b3166	tRNA U55 pseudouridine synthase	734	710	1	0.967302452
3311363	3311200	3310799		-	rbfA	b3167	30s ribosome binding factor	847	874	1	1.031877214
3316234	3316028	3315576	3315570	-	rimP	b3170	ribosome maturation factor for 30S subunits	1650	1733	1	1.05030303
3316620	3316659	3318002	3318002	+	argG	b3172	argininosuccinate synthetase	174	174	1	1
	3319635	3318010		-	yhbX	b3173	predicted hydrolase, inner membrane	13	13	1	1
3325715	3325686	3325057	3324995	-	rlmE	b3179	23S rRNA U2552 ribose 2'-O-methyltransferase, SAM-dependent	1425	1465	1	1.028070175
3325531	3325812	3326105	3326166	+	yhbY	b3180	RNA binding protein associated with pre-50S ribosomal subunits	2759	2763	1	1.001449801
3326965	3326985	3328418	3328418	+	dacB	b3182	D-alanyl-D-alanine carboxypeptidase	66	66	1	1
3329791	3329776	3328604	3328571	-	obgE	b3183	GTPase involved in cell partioning and DNA repair	588	580	1	0.986394558
3330883	3330757	3329792	3329777	-	yhbE	b3184	predicted inner membrane permease	617	603	1	0.977309562
3331161	3331141	3330884	3330884	-	rpmA	b3185	50S ribosomal subunit protein L27	10115	9136	1	0.90321305
3331662	3331732	3332703	3332703	+	ispB	b3187	octaprenyl diphosphate synthase	711	717	1	1.008438819
3334570	3334516	3333257	3333192	-	murA	b3189	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	1017	910	1	0.894788594
3334984	3334825	3334571	3334517	-	yrbA	b3190	predicted DNA-binding transcriptional regulator, BolA family	871	959	1	1.101033295
3335913	3335913	3335278		-	mlaC	b3192	ABC transporter maintaining OM lipid asymmetry, periplasmic binding protein	578	610	1	1.055363322
3336483	3336483	3335932	3335914	-	mlaD	b3193	ABC transporter maintaining OM lipid asymmetry, anchored periplasmic binding protein	990	1007	1	1.017171717
3338260	3338297	3339274	3339287	+	yrbG	b3196	predicted calcium/sodium:proton antiporter	129	121	1	0.937984496
3339275	3339288	3340274	3340274	+	kdsD	b3197	D-arabinose 5-phosphate isomerase	434	442	1	1.01843318
3340275	3340295	3340861		+	kdsC	b3198	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase	740	732	1	0.989189189
	3340858	3341433		+	lptC	b3199	lipopolysaccharide export, IM-tethered periplasmic protein of the LptBFGC export complex	817	850	1	1.040391677
3342739	3342739	3344172	3344194	+	rpoN	b3202	RNA polymerase, sigma 54 (sigma N) factor	622	615	1	0.988745981
3344185	3344195	3344482	3344482	+	hpf	b3203	ribosome hibernation promoting factor HPF; stabilizes 70S dimers (100S)	953	969	1	1.016789087
3345092	3345137	3345991		+	yhbJ	b3205	glmZ(sRNA)-inactivating NTPase, glucosamine-6-phosphate regulated	455	465	1	1.021978022
3346462	3346474	3347106	3347207	+	yrbL	b3207	predicted protein	172	160	1	0.930232558
3348488	3348481	3347828		-	elbB	b3209	isoprenoid biosynthesis protein with amidotransferase-like domain	218	218	1	1
3348599			3348719	+	arcZ	b4450	-	11	13	1	1.181818182
3351071	3351047	3348711	3348482	-	arcB	b3210	aerobic respiration control sensor histidine protein kinase, cognate to two-component response regulators ArcA and RssB	168	164	1	0.976190476
	3352072	3351143		-	yhcC	b3211	predicted Fe-S oxidoreductase	7	6	1	0.857142857
3352531	3352747	3357207	3357219	+	gltB	b3212	glutamate synthase, large subunit	150	153	1	1.02
3357208	3357220	3358638	3358722	+	gltD	b3213	glutamate synthase, 4Fe-4S protein, small subunit	146	147	1	1.006849315
	3360134	3360808		+	yhcA	b3215	predicted periplasmic chaperone protein	4	3	1	0.75
	3360829	3363210		+	yhcD	b3216	predicted outer membrane mbrial subunitusher protein	12	11	1	0.916666667
3364776	3364740	3363724	3363466	-	insH	b3218	IS5 transposase and trans-activator	188	218	1	1.159574468
3364927	3364948	3365664	3365848	+	yhcF	b3219	predicted transcriptional regulator	133	131	1	0.984962406
	3365849	3366976		+	yhcG	b3220	conserved protein	11	11	1	1
	3368372	3367497		-	nanK	b3222	N-acetylmannosamine kinase	23	26	1	1.130434783
	3369058	3368369		-	nanE	b3223	predicted N-acetylmannosamine-6-P epimerase	9	12	1	1.333333333
	3370596	3369106		-	nanT	b3224	sialic acid transporter	9	11	1	1.222222222
3371614	3371598	3370705	3370705	-	nanA	b3225	N-acetylneuraminate lyase	58	66	1	1.137931034
3372531	3372511	3371720	3371720	-	nanR	b3226	DNA-binding transcriptional repressor of the nan operon, induced by sialic acid	165	171	1	1.036363636
	3372891	3374258		+	dcuD	b3227	predicted transporter	1	1	1	1
3374803	3374798	3374301	3374293	-	sspB	b3228	ClpXP protease specificity-enhancing factor	1448	1369	1	0.945441989
3376244	3376229	3375837	3375827	-	rpsI	b3230	30S ribosomal subunit protein S9	5233	5027	1	0.960634435
3378060	3378019	3376892	3376892	-	yhcM	b3232	conserved protein with nucleoside triphosphate hydrolase domain	121	118	1	0.975206612
3380136	3380222	3381289	3381289	+	degS	b3235	serine endoprotease, periplasmic	154	153	1	0.993506494
3382642	3382725	3383195	3383218	+	argR	b3237	DNA-binding transcriptional dual regulator, L-arginine-binding	623	618	1	0.991974318
3384159	3384151	3383879	3383879	-	yhcO	b3239	predicted barnase inhibitor	30	27	1	0.9
	3386210	3384243		-	aaeB	b3240	p-hydroxybenzoic acid efflux system component	15	13	1	0.866666667
	3387148	3386216		-	aaeA	b3241	p-hydroxybenzoic acid efflux system component	24	24	1	1
3387359	3387359	3387156	3387149	-	aaeX	b3242	membrane protein of efflux system	47	46	1	0.978723404
3390434	3390050	3388605	3388430	-	tldD	b3244	predicted peptidase	378	376	1	0.994708995
3398065	3398000	3396897		-	mreC	b3250	cell wall structural complex MreBCD transmembrane component MreC	329	321	1	0.975683891
3401400	3401354	3399414	3399370	-	csrD	b3252	targeting factor for csrBC sRNA degradation	95	95	1	1
3403146	3403458	3403928	3403938	+	accB	b3255	acetyl CoA carboxylase, BCCP subunit	5380	5535	1	1.028810409
3403939	3403939	3405288	3405337	+	accC	b3256	acetyl-CoA carboxylase, biotin carboxylase subunit	2159	2230	1	1.032885595
	3405629	3407080	3407090	+	panF	b3258	pantothenate:sodium symporter	155	153	1	0.987096774
3407081	3407092	3407973	3408119	+	prmA	b3259	methyltransferase for 50S ribosomal subunit protein L11	427	442	1	1.035128806
3409268	3409293	3409589	3409628	+	fis	b3261	global DNA-binding transcriptional dual regulator	4712	4397	1	0.933149406
	3409675	3410559		+	yhdJ	b3262	DNA adenine methyltransferase, SAM-dependent	20	20	1	1
	3411487	3410825		-	envR	b3264	DNA-binding transcriptional regulator	2	1	1	0.5
	3411886	3413043		+	acrE	b3265	cytoplasmic membrane lipoprotein	3	4	1	1.333333333
	3413055	3416159		+	acrF	b3266	multidrug efflux system protein	6	6	1	1
	3416412	3416633		+	yhdV	b3267	predicted outer membrane protein	16	14	1	0.875
	3418156	3419337		+	yhdX	b3269	predicted amino-acid transporter subunit	1	1	1	1
	3419347	3420450		+	yhdY	b3270	predicted amino-acid transporter subunit	4	4	1	1
	3420458	3421216		+	yhdZ	b3271	predicted amino-acid transporter subunit	23	21	1	0.913043478
3421564			3421445	-	rrfF	b3272	5S ribosomal RNA of rrnD operon	0	0	1	#DIV/0!
3421677			3421602	-	thrV	b3273	Thr tRNA	4	2	1	0.5
3421809			3421690	-	rrfD	b3274	5S ribosomal RNA of rrnD operon	0	0	1	#DIV/0!
3424805			3421902	-	rrlD	b3275	23S ribosomal RNA of rrnD operon	4	4	1	1
3425055			3424980	-	alaU	b3276	Ala tRNA	2935	2872	1	0.978534923
3426784			3425243	-	rrsD	b3278	16S ribosomal RNA of rrnD operon	3	3	1	1
3427241	3427258	3427812	3427954	+	yrdA	b3279	conserved protein	337	363	1	1.077151335
	3428045	3427788	3427758	-	yrdB	b3280	conserved protein	553	514	1	0.929475588
3429441	3429437	3428865	3428865	-	rimN	b3282	tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein	211	214	1	1.014218009
3431599	3431582	3430458		-	smf	b4473	conserved protein	235	242	1	1.029787234
3431681	3431712	3432221	3432221	+	def	b3287	peptide deformylase	1758	1796	1	1.021615472
3432222	3432236	3433183	3433183	+	fmt	b3288	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase	868	843	1	0.971198157
3433184	3433229	3434518	3434521	+	rsmB	b3289	16S rRNA m(5)C967 methyltransferase, S-adenosyl-L-methionine-dependent	282	282	1	1
3436671	3436671	3436453	3436299	-	yhdL	b4550	conserved protein, DUF331 family	35	39	1	1.114285714
3437152	3437152	3436727	3436672	-	zntR	b3292	DNA-binding transcriptional activator in response to Zn(II)	83	89	1	1.072289157
3437585	3437531	3437163	3437153	-	yhdN	b3293	conserved protein, DUF1992 family	180	201	1	1.116666667
3438061	3438021	3437638	3437632	-	rplQ	b3294	50S ribosomal subunit protein L17	3120	2872	1	0.920512821
3437986			3438588	+	-	predicted RNA	antisense: rplQ rpoA	1658	1654	1	0.997587455
3438782			3439268	+	-	predicted RNA	antisense: rpsD rpoA	2002	1919	1	0.958541459
3439363			3439791	+	-	predicted RNA	antisense: rpsD rpsK	2142	2199	1	1.026610644
3439931			3439948	+	-	predicted RNA	antisense: rpsK	881	910	1	1.03291714
3440085			3440230	+	-	predicted RNA	antisense: rpsM rpsK	2192	2165	1	0.987682482
3440324			3440683	+	-	predicted RNA	antisense: rpsM rpmJ	1283	1324	1	1.031956352
3440766			3440865	+	-	predicted RNA	antisense: secY	1659	1633	1	0.984327908
3442122			3442201	+	-	predicted RNA	antisense: rplO	1230	1196	1	0.972357724
3442573			3442837	+	-	predicted RNA	antisense: rpmD rpsE	1494	1460	1	0.977242303
3443888			3445964	+	-	predicted RNA	antisense: rplN rplE rpsN rplX rplF rpsH	1315	1333	1	1.013688213
3446343			3446443	+	-	predicted RNA	antisense: rpsQ	1174	1118	1	0.95229983
3446606			3446701	+	-	predicted RNA	antisense: rpmC	1242	1160	1	0.933977456
3446757			3447055	+	-	predicted RNA	antisense: rplP rpmC	2498	2464	1	0.986389111
3447304			3447389	+	-	predicted RNA	antisense: rpsC	1487	1301	1	0.874915938
3447608			3447826	+	-	predicted RNA	antisense: rpsC	2029	2039	1	1.004928536
3447899			3447998	+	-	predicted RNA	antisense: rpsC rplV	2400	2392	1	0.996666667
3448135			3448378	+	-	predicted RNA	antisense: rpsS rplV	1913	1983	1	1.036591741
3448472			3448700	+	-	predicted RNA	antisense: rpsS rplB	963	935	1	0.970924195
3449245			3450116	+	-	predicted RNA	antisense: rplB rplD rplW	1118	1091	1	0.975849732
3450872			3451354	+	-	predicted RNA	antisense: rplC rpsJ	2663	2434	1	0.914006759
3451949	3451949	3451530	3451452	-	gspB	b3322	part of gsp divergon involved in type II protein secretion	41	44	1	1.073170732
